entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType,ANCHEYEAR,ANCHEDATE,BUSST,ASSGRO,MAIBUSINC,NETINC,TOTEQU,VENDINC,Ratio,Year,Frequency
1113017293,10.0,3,11,50.0,0.0,0.0,0,2013.0,2018/10/29,11.0,,,,,,,,
954239726,10.0,3,11,0.0,0.0,0.0,0,,,,,,,,,,,
954239726,10.0,3,11,0.0,0.0,0.0,0,,,,,,,,,,,
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2009.0,16.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2012.0,8.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2003.0,1.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2005.0,6.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2011.0,7.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2016.0,18.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2006.0,4.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2013.0,2015/1/21,0.0,,,,,,,2018.0,0.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2009.0,16.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2012.0,8.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2003.0,1.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2005.0,6.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2011.0,7.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2016.0,18.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2006.0,4.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2016.0,2017/8/31,15.0,,,,,,,2018.0,0.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2009.0,16.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2012.0,8.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2003.0,1.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2005.0,6.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2011.0,7.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2016.0,18.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2006.0,4.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2017.0,2018/5/28,15.0,,,,,,,2018.0,0.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2009.0,16.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2012.0,8.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2003.0,1.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2005.0,6.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2011.0,7.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2016.0,18.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2006.0,4.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2015.0,2016/5/14,0.0,,,,,,,2018.0,0.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2009.0,16.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2012.0,8.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2003.0,1.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2005.0,6.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2011.0,7.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2016.0,18.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2006.0,4.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2014.0,2015/9/21,0.0,,,,,,,2018.0,0.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2009.0,16.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2012.0,8.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2003.0,1.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2005.0,6.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2011.0,7.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2016.0,18.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2006.0,4.0
50899367,10.0,27,9,0.0,0.0,0.0,2,2018.0,2019/10/11,0.0,,,,,,,2018.0,0.0
243789405,10.0,17,11,0.0,0.0,0.0,2,,,,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,
1102534779,10.0,3,11,2000.0,0.0,0.0,0,,,,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2015.0,2016/5/27,0.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2014.0,2015/5/18,0.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2013.0,2014/12/14,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2016.0,2017/1/27,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2017.0,2018/3/31,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2018.0,2019/1/7,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2015.0,2016/5/27,0.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2014.0,2015/5/18,0.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2013.0,2014/12/14,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2016.0,2017/1/27,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2017.0,2018/3/31,11.0,,,,,,,,
799080938,15.0,3,6,1050.0,0.0,0.0,3,2018.0,2019/1/7,11.0,,,,,,,,
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2007.0,1.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2008.0,5.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2010.0,4.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2007.0,1.0
